page	line	occurrence	token	token_start	token_end	marked_index	current_context	reviewed_token	mark_on	status
bnf-f0190	c1-l015	1	algũa	4	9	3	gũa	algũa	u	batch_review_unverified
bnf-f0190	c1-l020	1	cão	0	3	1	cão	cão	a	batch_review_unverified
bnf-f0190	c1-l026	1	não	30	33	1	não	não	a	batch_review_unverified
bnf-f0190	c1-l028	1	Exhalação	8	17	7	ção	Exhalação	a	batch_review_unverified
bnf-f0190	c1-l033	1	Mão	8	11	1	Mão	Mão	a	batch_review_unverified
bnf-f0190	c1-l035	1	mão	9	12	1	mão	mão	a	batch_review_unverified
bnf-f0190	c1-l043	1	cuſtumão	4	12	6	mão	cuſtumão	a	batch_review_unverified
bnf-f0190	c1-l043	2	Iapões	16	22	3	põe	Iapões	o	batch_review_unverified
bnf-f0190	c2-l004	1	cayão	10	15	3	yão	cayão	a	batch_review_unverified
bnf-f0190	c2-l005	1	Hũa	19	22	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0190	c2-l006	1	Iapão	33	38	3	pão	Iapão	a	batch_review_unverified
bnf-f0190	c2-l013	1	rezão	25	30	3	zão	rezão	a	batch_review_unverified
bnf-f0190	c2-l015	1	rezão	31	36	3	zão	rezão	a	batch_review_unverified
bnf-f0190	c2-l016	1	Fogão	8	13	3	gão	Fogão	a	batch_review_unverified
bnf-f0190	c2-l017	1	rezão	29	34	3	zão	rezão	a	batch_review_unverified
bnf-f0190	c2-l020	1	Fidorĩuo	12	20	5	rĩu	Fidorĩuo	i	batch_review_unverified
bnf-f0190	c2-l022	1	tumão	0	5	3	mão	tumão	a	batch_review_unverified
bnf-f0190	c2-l022	2	algũa	28	33	3	gũa	algũa	u	batch_review_unverified
bnf-f0190	c2-l028	1	Hũa	7	10	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0190	c2-l029	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0190	c2-l036	1	razão	33	38	3	zão	razão	a	batch_review_unverified
bnf-f0190	c2-l037	1	Carão	20	25	3	rão	Carão	a	batch_review_unverified
bnf-f0190	c2-l039	1	carão	7	12	3	rão	carão	a	batch_review_unverified
bnf-f0190	c2-l041	1	aſoprão	4	11	5	rão	aſoprão	a	batch_review_unverified
bnf-f0191	c1-l001	1	coração	13	20	5	ção	coração	a	batch_review_unverified
bnf-f0191	c1-l002	1	Perturbação	19	30	9	ção	Perturbação	a	batch_review_unverified
bnf-f0191	c1-l004	1	perturbação	9	20	9	ção	perturbação	a	batch_review_unverified
bnf-f0191	c1-l025	1	Guarnição	17	26	7	ção	Guarnição	a	batch_review_unverified
bnf-f0191	c1-l027	1	Iapão	3	8	3	pão	Iapão	a	batch_review_unverified
bnf-f0191	c1-l028	1	guarnição	9	18	7	ção	guarnição	a	batch_review_unverified
bnf-f0191	c1-l028	2	encadernação	23	35	10	ção	encadernação	a	batch_review_unverified
bnf-f0191	c1-l035	1	pitão	0	5	3	tão	pitão	a	batch_review_unverified
bnf-f0191	c1-l040	1	Hũas	10	14	1	Hũa	Hũas	u	batch_review_unverified
bnf-f0191	c1-l041	1	algũa	20	25	3	gũa	algũa	u	batch_review_unverified
bnf-f0191	c2-l002	1	algũa	16	21	3	gũa	algũa	u	batch_review_unverified
bnf-f0191	c2-l013	1	algũa	22	27	3	gũa	algũa	u	batch_review_unverified
bnf-f0191	c2-l016	1	embarcação	8	18	8	ção	embarcação	a	batch_review_unverified
bnf-f0191	c2-l022	1	algũa	0	5	3	gũa	algũa	u	batch_review_unverified
bnf-f0191	c2-l031	1	mão	25	28	1	mão	mão	a	batch_review_unverified
bnf-f0191	c2-l032	1	algũa	18	23	3	gũa	algũa	u	batch_review_unverified
bnf-f0191	c2-l032	2	comparação	24	34	8	ção	comparação	a	batch_review_unverified
bnf-f0191	c2-l040	1	traição	6	13	5	ção	traição	a	batch_review_unverified
bnf-f0191	c2-l042	1	ſaluarão	22	30	6	rão	ſaluarão	a	batch_review_unverified
bnf-f0191	c2-l045	1	traição	16	23	5	ção	traição	a	batch_review_unverified
bnf-f0191	c2-l047	1	algũa	29	34	3	gũa	algũa	u	batch_review_unverified
bnf-f0192	c1-l004	1	Iapão	24	29	3	pão	Iapão	a	batch_review_unverified
bnf-f0192	c1-l005	1	mão	36	39	1	mão	mão	a	batch_review_unverified
bnf-f0192	c1-l007	1	eſtão	33	38	3	tão	eſtão	a	batch_review_unverified
bnf-f0192	c1-l008	1	algũa	16	21	3	gũa	algũa	u	batch_review_unverified
bnf-f0192	c1-l028	1	hũa	7	10	1	hũa	hũa	u	batch_review_unverified
bnf-f0192	c1-l030	1	algũa	39	44	3	gũa	algũa	u	batch_review_unverified
bnf-f0192	c1-l038	1	Interceição	11	22	9	ção	Interceição	a	batch_review_unverified
bnf-f0192	c1-l045	1	razões	27	33	3	zõe	razões	o	batch_review_unverified
bnf-f0192	c2-l005	1	algũa	29	34	3	gũa	algũa	u	batch_review_unverified
bnf-f0192	c2-l007	1	algũa	34	39	3	gũa	algũa	u	batch_review_unverified
bnf-f0192	c2-l010	1	algũa	12	17	3	gũa	algũa	u	batch_review_unverified
bnf-f0192	c2-l019	1	dalgũa	31	37	4	gũa	dalgũa	u	batch_review_unverified
bnf-f0192	c2-l026	1	não	21	24	1	não	não	a	batch_review_unverified
bnf-f0192	c2-l029	1	algũa	33	38	3	gũa	algũa	u	batch_review_unverified
bnf-f0192	c2-l038	1	algũa	4	9	3	gũa	algũa	u	batch_review_unverified
bnf-f0192	c2-l043	1	cuſtumão	14	22	6	mão	cuſtumão	a	batch_review_unverified
bnf-f0192	c2-l043	2	Iapões	26	32	3	põe	Iapões	o	batch_review_unverified
bnf-f0193	c1-l002	1	gũa	0	3	1	gũa	gũa	u	batch_review_unverified
bnf-f0193	c1-l016	1	algũa	29	34	3	gũa	algũa	u	batch_review_unverified
bnf-f0193	c1-l023	1	conjunção	18	27	7	ção	conjunção	a	batch_review_unverified
bnf-f0193	c1-l034	1	hũa	18	21	1	hũa	hũa	u	batch_review_unverified
bnf-f0193	c1-l035	1	gũa	0	3	1	gũa	gũa	u	batch_review_unverified
bnf-f0193	c1-l038	1	mãos	11	15	1	mão	mãos	a	batch_review_unverified
bnf-f0193	c1-l045	1	algũa	29	34	3	gũa	algũa	u	batch_review_unverified
bnf-f0193	c1-l047	1	algũa	31	36	3	gũa	algũa	u	batch_review_unverified
bnf-f0193	c2-l004	1	algũa	29	34	3	gũa	algũa	u	batch_review_unverified
bnf-f0193	c2-l005	1	chão	3	7	2	hão	chão	a	batch_review_unverified
bnf-f0193	c2-l009	1	Hũa	11	14	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0193	c2-l010	1	uſão	0	4	2	ſão	uſão	a	batch_review_unverified
bnf-f0193	c2-l020	1	traição	4	11	5	ção	traição	a	batch_review_unverified
bnf-f0193	c2-l021	1	alguẽ	20	25	4	uẽ	alguẽ	e	batch_review_unverified
bnf-f0193	c2-l031	1	ſaluação	33	41	6	ção	ſaluação	a	batch_review_unverified
bnf-f0193	c2-l043	1	não	34	37	1	não	não	a	batch_review_unverified
bnf-f0193	c2-l045	1	Hũa	8	11	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0193	c2-l047	1	lanção	0	6	4	ção	lanção	a	batch_review_unverified
bnf-f0194	c1-l013	1	algũa	36	41	3	gũa	algũa	u	batch_review_unverified
bnf-f0194	c1-l017	1	fizerão	27	34	5	rão	fizerão	a	batch_review_unverified
bnf-f0194	c1-l020	1	algũa	32	37	3	gũa	algũa	u	batch_review_unverified
bnf-f0194	c1-l022	1	hũa	26	29	1	hũa	hũa	u	batch_review_unverified
bnf-f0194	c1-l028	1	coração	8	15	5	ção	coração	a	batch_review_unverified
bnf-f0194	c1-l032	1	hũa	16	19	1	hũa	hũa	u	batch_review_unverified
bnf-f0194	c1-l040	1	mãos	19	23	1	mão	mãos	a	batch_review_unverified
bnf-f0194	c2-l001	1	alguẽ	33	38	4	uẽ	alguẽ	e	batch_review_unverified
bnf-f0194	c2-l006	1	rezão	28	33	3	zão	rezão	a	batch_review_unverified
bnf-f0194	c2-l025	1	algũa	5	10	3	gũa	algũa	u	batch_review_unverified
bnf-f0194	c2-l026	1	algũa	0	5	3	gũa	algũa	u	batch_review_unverified
bnf-f0194	c2-l040	1	feição	30	36	4	ção	feição	a	batch_review_unverified
bnf-f0194	c2-l045	1	não	32	35	1	não	não	a	batch_review_unverified
bnf-f0194	c2-l046	1	hũa	23	26	1	hũa	hũa	u	batch_review_unverified
bnf-f0195	c1-l004	1	alguẽ	32	37	4	uẽ	alguẽ	e	batch_review_unverified
bnf-f0195	c1-l015	1	acompanhauão	19	31	10	uão	acompanhauão	a	batch_review_unverified
bnf-f0195	c1-l021	1	algũa	3	8	3	gũa	algũa	u	batch_review_unverified
bnf-f0195	c1-l023	1	gũa	0	3	1	gũa	gũa	u	batch_review_unverified
bnf-f0195	c1-l026	1	embarcação	9	19	8	ção	embarcação	a	batch_review_unverified
bnf-f0195	c1-l030	1	alguẽ	30	35	4	uẽ	alguẽ	e	batch_review_unverified
bnf-f0195	c1-l038	1	mão	26	29	1	mão	mão	a	batch_review_unverified
bnf-f0195	c1-l041	1	gũa	0	3	1	gũa	gũa	u	batch_review_unverified
bnf-f0195	c2-l001	1	dão	8	11	1	dão	dão	a	batch_review_unverified
bnf-f0195	c2-l001	2	botões	12	18	3	tõe	botões	o	batch_review_unverified
bnf-f0195	c2-l001	3	aproueitão	36	46	8	tão	aproueitão	a	batch_review_unverified
bnf-f0195	c2-l002	1	algũa	5	10	3	gũa	algũa	u	batch_review_unverified
bnf-f0195	c2-l002	2	Fiqiũ	30	35	4	iũ	Fiqiũ	u	batch_review_unverified
bnf-f0195	c2-l003	1	botões	13	19	3	tõe	botões	o	batch_review_unverified
bnf-f0195	c2-l013	1	algũa	28	33	3	gũa	algũa	u	batch_review_unverified
bnf-f0195	c2-l015	1	alguẽ	27	32	4	uẽ	alguẽ	e	batch_review_unverified
bnf-f0195	c2-l016	1	mão	0	3	1	mão	mão	a	batch_review_unverified
bnf-f0195	c2-l017	1	algũa	20	25	3	gũa	algũa	u	batch_review_unverified
bnf-f0195	c2-l023	1	hũa	0	3	1	hũa	hũa	u	batch_review_unverified
bnf-f0195	c2-l039	1	Anẽo	9	13	2	nẽo	Anẽo	e	batch_review_unverified
bnf-f0196	c1-l009	1	mão	30	33	1	mão	mão	a	batch_review_unverified
bnf-f0196	c1-l014	1	algũa	8	13	3	gũa	algũa	u	batch_review_unverified
bnf-f0196	c1-l022	1	feição	16	22	4	ção	feição	a	batch_review_unverified
bnf-f0196	c1-l030	1	Embarcação	19	29	8	ção	Embarcação	a	batch_review_unverified
bnf-f0196	c1-l032	1	Caldeirão	10	19	7	rão	Caldeirão	a	batch_review_unverified
bnf-f0196	c1-l033	1	hũa	16	19	1	hũa	hũa	u	batch_review_unverified
bnf-f0196	c1-l034	1	Iapão	34	39	3	pão	Iapão	a	batch_review_unverified
bnf-f0196	c1-l036	1	eſtão	18	23	3	tão	eſtão	a	batch_review_unverified
bnf-f0196	c2-l004	1	meneão	0	6	4	eão	meneão	a	batch_review_unverified
bnf-f0196	c2-l031	1	gudão	7	12	3	dão	gudão	a	batch_review_unverified
bnf-f0196	c2-l033	1	algũa	26	31	3	gũa	algũa	u	batch_review_unverified
bnf-f0196	c2-l035	1	dalgũa	19	25	4	gũa	dalgũa	u	batch_review_unverified
bnf-f0196	c2-l042	1	pregação	21	29	6	ção	pregação	a	batch_review_unverified
bnf-f0197	c1-l011	1	Embarcação	19	29	8	ção	Embarcação	a	batch_review_unverified
bnf-f0197	c1-l015	1	algũa	18	23	3	gũa	algũa	u	batch_review_unverified
bnf-f0197	c1-l020	1	embarcação	22	32	8	ção	embarcação	a	batch_review_unverified
bnf-f0197	c1-l030	1	não	7	10	1	não	não	a	batch_review_unverified
bnf-f0197	c1-l032	1	não	33	36	1	não	não	a	batch_review_unverified
bnf-f0197	c2-l013	1	pronunciação	31	43	10	ção	pronunciação	a	batch_review_unverified
bnf-f0197	c2-l014	1	dalgũas	0	7	4	gũa	dalgũas	u	batch_review_unverified
bnf-f0197	c2-l018	1	Condição	15	23	6	ção	Condição	a	batch_review_unverified
bnf-f0197	c2-l021	1	algũa	23	28	3	gũa	algũa	u	batch_review_unverified
bnf-f0197	c2-l021	2	chão	38	42	2	hão	chão	a	batch_review_unverified
bnf-f0197	c2-l024	1	chão	0	4	2	hão	chão	a	batch_review_unverified
bnf-f0197	c2-l024	2	algũa	27	32	3	gũa	algũa	u	batch_review_unverified
bnf-f0197	c2-l028	1	chão	5	9	2	hão	chão	a	batch_review_unverified
bnf-f0197	c2-l029	1	algũa	34	39	3	gũa	algũa	u	batch_review_unverified
bnf-f0197	c2-l036	1	não	45	48	1	não	não	a	batch_review_unverified
bnf-f0197	c2-l039	1	chão	40	44	2	hão	chão	a	batch_review_unverified
bnf-f0197	c2-l045	1	Dilatação	8	17	7	ção	Dilatação	a	batch_review_unverified
bnf-f0198	c1-l020	1	Comparação	7	17	8	ção	Comparação	a	batch_review_unverified
bnf-f0198	c1-l020	2	não	19	22	1	não	não	a	batch_review_unverified
bnf-f0198	c1-l020	3	não	41	44	1	não	não	a	batch_review_unverified
bnf-f0198	c1-l022	1	não	8	11	1	não	não	a	batch_review_unverified
bnf-f0198	c1-l036	1	Ladrão	14	20	4	rão	Ladrão	a	batch_review_unverified
bnf-f0198	c1-l040	1	poſição	0	7	5	ção	poſição	a	batch_review_unverified
bnf-f0198	c1-l042	1	lũa	17	20	1	lũa	lũa	u	batch_review_unverified
bnf-f0198	c1-l043	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0198	c1-l047	1	Hũa	9	12	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0198	c2-l007	1	algũa	23	28	3	gũa	algũa	u	batch_review_unverified
bnf-f0198	c2-l017	1	ção	0	3	1	ção	ção	a	batch_review_unverified
bnf-f0198	c2-l017	2	quietação	8	17	7	ção	quietação	a	batch_review_unverified
bnf-f0198	c2-l018	1	não	36	39	1	não	não	a	batch_review_unverified
bnf-f0198	c2-l019	1	algũa	3	8	3	gũa	algũa	u	batch_review_unverified
bnf-f0198	c2-l032	1	algũa	26	31	3	gũa	algũa	u	batch_review_unverified
bnf-f0198	c2-l033	1	mão	10	13	1	mão	mão	a	batch_review_unverified
bnf-f0198	c2-l034	1	algũa	16	21	3	gũa	algũa	u	batch_review_unverified
bnf-f0198	c2-l034	2	mão	31	34	1	mão	mão	a	batch_review_unverified
bnf-f0198	c2-l040	1	não	9	12	1	não	não	a	batch_review_unverified
bnf-f0198	c2-l047	1	não	4	7	1	não	não	a	batch_review_unverified
bnf-f0198	c2-l047	2	não	18	21	1	não	não	a	batch_review_unverified
bnf-f0199	c1-l002	1	proſperão	2	11	7	rão	proſperão	a	batch_review_unverified
bnf-f0199	c1-l002	2	deſcaẽ	36	42	5	aẽ	deſcaẽ	e	batch_review_unverified
bnf-f0199	c1-l014	1	algũa	29	34	3	gũa	algũa	u	batch_review_unverified
bnf-f0199	c1-l019	1	amarrão	26	33	5	rão	amarrão	a	batch_review_unverified
bnf-f0199	c1-l026	1	Chriſtão	24	32	6	tão	Chriſtão	a	batch_review_unverified
bnf-f0199	c1-l028	1	não	20	23	1	não	não	a	batch_review_unverified
bnf-f0199	c1-l028	2	não	33	36	1	não	não	a	batch_review_unverified
bnf-f0199	c1-l035	1	algũa	38	43	3	gũa	algũa	u	batch_review_unverified
bnf-f0199	c1-l039	1	importunação	21	33	10	ção	importunação	a	batch_review_unverified
bnf-f0199	c1-l040	1	vſão	27	31	2	ſão	vſão	a	batch_review_unverified
bnf-f0199	c1-l045	1	interpolação	23	35	10	ção	interpolação	a	batch_review_unverified
bnf-f0199	c2-l005	1	uão	0	3	1	uão	uão	a	batch_review_unverified
bnf-f0199	c2-l006	1	nuuẽs	27	32	3	uẽs	nuuẽs	e	batch_review_unverified
bnf-f0199	c2-l009	1	Sião	25	29	2	ião	Sião	a	batch_review_unverified
bnf-f0199	c2-l011	1	Caixão	7	13	4	xão	Caixão	a	batch_review_unverified
bnf-f0199	c2-l016	1	hũa	17	20	1	hũa	hũa	u	batch_review_unverified
bnf-f0199	c2-l016	2	Iapão	34	39	3	pão	Iapão	a	batch_review_unverified
bnf-f0199	c2-l018	1	hũa	30	33	1	hũa	hũa	u	batch_review_unverified
bnf-f0199	c2-l026	1	Feição	25	31	4	ção	Feição	a	batch_review_unverified
bnf-f0199	c2-l027	1	Iapão	21	26	3	pão	Iapão	a	batch_review_unverified
bnf-f0199	c2-l031	1	Não	8	11	1	Não	Não	a	batch_review_unverified
bnf-f0199	c2-l035	1	acabão	10	16	4	bão	acabão	a	batch_review_unverified
bnf-f0199	c2-l039	1	Conuerſação	19	30	9	ção	Conuerſação	a	batch_review_unverified
bnf-f0199	c2-l042	1	conuerſação	12	23	9	ção	conuerſação	a	batch_review_unverified
bnf-f0199	c2-l047	1	não	9	12	1	não	não	a	batch_review_unverified
bnf-f0199	c2-l047	2	farão	13	18	3	rão	farão	a	batch_review_unverified
bnf-f0199	c2-l047	3	não	44	47	1	não	não	a	batch_review_unverified
bnf-f0200	c1-l013	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0200	c1-l014	1	Hũa	19	22	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0200	c1-l015	1	hũa	3	6	1	hũa	hũa	u	batch_review_unverified
bnf-f0200	c1-l017	1	São	0	3	1	São	São	a	batch_review_unverified
bnf-f0200	c1-l019	1	Exalação	10	18	6	ção	Exalação	a	batch_review_unverified
bnf-f0200	c1-l021	1	cuidão	17	23	4	dão	cuidão	a	batch_review_unverified
bnf-f0200	c1-l022	1	Geração	26	33	5	ção	Geração	a	batch_review_unverified
bnf-f0200	c1-l025	1	Mãos	8	12	1	Mão	Mãos	a	batch_review_unverified
bnf-f0200	c1-l026	1	mãos	17	21	1	mão	mãos	a	batch_review_unverified
bnf-f0200	c1-l027	1	hũa	24	27	1	hũa	hũa	u	batch_review_unverified
bnf-f0200	c1-l028	1	dão	4	7	1	dão	dão	a	batch_review_unverified
bnf-f0200	c1-l028	2	Iapão	23	28	3	pão	Iapão	a	batch_review_unverified
bnf-f0200	c1-l030	1	algũa	0	5	3	gũa	algũa	u	batch_review_unverified
bnf-f0200	c1-l030	2	hũa	41	44	1	hũa	hũa	u	batch_review_unverified
bnf-f0200	c1-l032	1	hũa	27	30	1	hũa	hũa	u	batch_review_unverified
bnf-f0200	c1-l034	1	não	40	43	1	não	não	a	batch_review_unverified
bnf-f0200	c1-l038	1	não	4	7	1	não	não	a	batch_review_unverified
bnf-f0200	c1-l046	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0200	c2-l001	1	varão	33	38	3	rão	varão	a	batch_review_unverified
bnf-f0200	c2-l004	1	Feição	10	16	4	ção	Feição	a	batch_review_unverified
bnf-f0200	c2-l005	1	feição	24	30	4	ção	feição	a	batch_review_unverified
bnf-f0200	c2-l006	1	Não	22	25	1	Não	Não	a	batch_review_unverified
bnf-f0200	c2-l009	1	Coração	13	20	5	ção	Coração	a	batch_review_unverified
bnf-f0200	c2-l012	1	não	0	3	1	não	não	a	batch_review_unverified
bnf-f0200	c2-l012	2	coração	25	32	5	ção	coração	a	batch_review_unverified
bnf-f0200	c2-l014	1	Não	14	17	1	Não	Não	a	batch_review_unverified
bnf-f0200	c2-l020	1	hũa	0	3	1	hũa	hũa	u	batch_review_unverified
bnf-f0200	c2-l024	1	Não	36	39	1	Não	Não	a	batch_review_unverified
bnf-f0200	c2-l028	1	hũa	17	20	1	hũa	hũa	u	batch_review_unverified
bnf-f0200	c2-l034	1	atirão	22	28	4	rão	atirão	a	batch_review_unverified
bnf-f0200	c2-l039	1	não	9	12	1	não	não	a	batch_review_unverified
bnf-f0200	c2-l042	1	algũa	14	19	3	gũa	algũa	u	batch_review_unverified
bnf-f0200	c2-l047	1	algũa	33	38	3	gũa	algũa	u	batch_review_unverified
bnf-f0201	c1-l003	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0201	c1-l009	1	gũa	0	3	1	gũa	gũa	u	batch_review_unverified
bnf-f0201	c1-l011	1	aplicação	7	16	7	ção	aplicação	a	batch_review_unverified
bnf-f0201	c1-l011	2	algũa	31	36	3	gũa	algũa	u	batch_review_unverified
bnf-f0201	c1-l012	1	Hũa	14	17	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0201	c1-l018	1	mortificão	21	31	8	cão	mortificão	a	batch_review_unverified
bnf-f0201	c1-l018	2	dão	35	38	1	dão	dão	a	batch_review_unverified
bnf-f0201	c1-l041	1	ſaluação	25	33	6	ção	ſaluação	a	batch_review_unverified
bnf-f0201	c2-l002	1	hũas	9	13	1	hũa	hũas	u	batch_review_unverified
bnf-f0201	c2-l008	1	hũa	0	3	1	hũa	hũa	u	batch_review_unverified
bnf-f0201	c2-l008	2	hũa	16	19	1	hũa	hũa	u	batch_review_unverified
bnf-f0201	c2-l018	1	não	19	22	1	não	não	a	batch_review_unverified
bnf-f0201	c2-l022	1	não	10	13	1	não	não	a	batch_review_unverified
bnf-f0201	c2-l025	1	não	33	36	1	não	não	a	batch_review_unverified
bnf-f0201	c2-l029	1	hũa	25	28	1	hũa	hũa	u	batch_review_unverified
bnf-f0201	c2-l033	1	Hũa	8	11	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0201	c2-l035	1	algũa	18	23	3	gũa	algũa	u	batch_review_unverified
bnf-f0201	c2-l039	1	algũa	29	34	3	gũa	algũa	u	batch_review_unverified
bnf-f0201	c2-l040	1	mão	15	18	1	mão	mão	a	batch_review_unverified
bnf-f0201	c2-l045	1	algũa	37	42	3	gũa	algũa	u	batch_review_unverified
bnf-f0202	c1-l001	1	ladrão	12	18	4	rão	ladrão	a	batch_review_unverified
bnf-f0202	c1-l006	1	atão	0	4	2	tão	atão	a	batch_review_unverified
bnf-f0202	c1-l008	1	ferrão	11	17	4	rão	ferrão	a	batch_review_unverified
bnf-f0202	c1-l010	1	Não	20	23	1	Não	Não	a	batch_review_unverified
bnf-f0202	c1-l019	1	mão	0	3	1	mão	mão	a	batch_review_unverified
bnf-f0202	c1-l020	1	hũa	17	20	1	hũa	hũa	u	batch_review_unverified
bnf-f0202	c1-l026	1	algũa	36	41	3	gũa	algũa	u	batch_review_unverified
bnf-f0202	c1-l032	1	feição	23	29	4	ção	feição	a	batch_review_unverified
bnf-f0202	c1-l037	1	Falcão	29	35	4	cão	Falcão	a	batch_review_unverified
bnf-f0202	c1-l045	1	Iapão	10	15	3	pão	Iapão	a	batch_review_unverified
bnf-f0202	c1-l046	1	Hũa	8	11	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0202	c2-l022	1	não	19	22	1	não	não	a	batch_review_unverified
bnf-f0202	c2-l026	1	Hũa	9	12	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0202	c2-l038	1	começão	27	34	5	ção	começão	a	batch_review_unverified
bnf-f0202	c2-l039	1	acabão	3	9	4	bão	acabão	a	batch_review_unverified
bnf-f0203	c1-l003	1	grãos	34	39	2	rão	grãos	a	batch_review_unverified
bnf-f0203	c1-l006	1	moão	32	36	2	oão	moão	a	batch_review_unverified
bnf-f0203	c1-l007	1	não	21	24	1	não	não	a	batch_review_unverified
bnf-f0203	c1-l008	1	Chriſtão	0	8	6	tão	Chriſtão	a	batch_review_unverified
bnf-f0203	c1-l015	1	algũa	4	9	3	gũa	algũa	u	batch_review_unverified
bnf-f0203	c1-l020	1	Eſcriuão	20	28	6	uão	Eſcriuão	a	batch_review_unverified
bnf-f0203	c1-l021	1	Feição	23	29	4	ção	Feição	a	batch_review_unverified
bnf-f0203	c1-l028	1	Não	25	28	1	Não	Não	a	batch_review_unverified
bnf-f0203	c1-l031	1	cordão	11	17	4	dão	cordão	a	batch_review_unverified
bnf-f0203	c1-l033	1	vſão	22	26	2	ſão	vſão	a	batch_review_unverified
bnf-f0203	c1-l035	1	algũa	28	33	3	gũa	algũa	u	batch_review_unverified
bnf-f0203	c1-l044	1	Aliquã	33	39	5	uã	Aliquã	a	batch_review_unverified
bnf-f0203	c2-l009	1	algũa	26	31	3	gũa	algũa	u	batch_review_unverified
bnf-f0203	c2-l014	1	algũa	30	35	3	gũa	algũa	u	batch_review_unverified
bnf-f0203	c2-l015	1	verão	24	29	3	rão	verão	a	batch_review_unverified
bnf-f0203	c2-l023	1	Carnegão	6	14	6	gão	Carnegão	a	batch_review_unverified
bnf-f0203	c2-l040	1	Pintão	8	14	4	tão	Pintão	a	batch_review_unverified
bnf-f0203	c2-l040	2	frangão	19	26	5	gão	frangão	a	batch_review_unverified
bnf-f0203	c2-l042	1	hũa	22	25	1	hũa	hũa	u	batch_review_unverified
bnf-f0203	c2-l044	1	paração	0	7	5	ção	paração	a	batch_review_unverified
bnf-f0203	c2-l044	2	amão	25	29	2	mão	amão	a	batch_review_unverified
bnf-f0203	c2-l044	3	não	33	36	1	não	não	a	batch_review_unverified
bnf-f0204	c1a-l001	1	Conjunção	18	27	7	ção	Conjunção	a	batch_review_unverified
bnf-f0204	c1a-l004	1	Comparação	14	24	8	ção	Comparação	a	batch_review_unverified
bnf-f0204	c1a-l010	1	Iapão	8	13	3	pão	Iapão	a	batch_review_unverified
bnf-f0205	c1-l002	1	vſão	16	20	2	ſão	vſão	a	batch_review_unverified
bnf-f0205	c1-l004	1	quãdo	24	29	2	uãd	quãdo	a	batch_review_unverified
bnf-f0205	c1-l012	1	buquãto	4	11	4	uãt	buquãto	a	batch_review_unverified
bnf-f0205	c1-l015	1	não	14	17	1	não	não	a	batch_review_unverified
bnf-f0205	c1-l020	1	algũa	32	37	3	gũa	algũa	u	batch_review_unverified
bnf-f0205	c1-l024	1	ção	0	3	1	ção	ção	a	batch_review_unverified
bnf-f0205	c1-l028	1	Hũa	7	10	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0205	c1-l029	1	embarcação	24	34	8	ção	embarcação	a	batch_review_unverified
bnf-f0205	c1-l034	1	Embarcação	12	22	8	ção	Embarcação	a	batch_review_unverified
bnf-f0205	c1-l041	1	enfião	33	39	4	ião	enfião	a	batch_review_unverified
bnf-f0205	c1-l042	1	tinuão	0	6	4	uão	tinuão	a	batch_review_unverified
bnf-f0205	c1-l044	1	algũa	28	33	3	gũa	algũa	u	batch_review_unverified
bnf-f0205	c1-l046	1	grãos	11	16	2	rão	grãos	a	batch_review_unverified
bnf-f0205	c1-l046	2	ſoão	21	25	2	oão	ſoão	a	batch_review_unverified
bnf-f0205	c2-l010	1	Godão	21	26	3	dão	Godão	a	batch_review_unverified
bnf-f0205	c2-l012	1	Boſão	22	27	3	ſão	Boſão	a	batch_review_unverified
bnf-f0205	c2-l017	1	Hũa	6	9	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0205	c2-l021	1	gauião	38	44	4	ião	gauião	a	batch_review_unverified
bnf-f0205	c2-l022	1	falcão	3	9	4	cão	falcão	a	batch_review_unverified
bnf-f0205	c2-l031	1	Aleuãtarſe	30	40	4	uãt	Aleuãtarſe	a	batch_review_unverified
bnf-f0205	c2-l032	1	Vaãgloriarſe	18	30	2	aãg	Vaãgloriarſe	a	batch_review_unverified
bnf-f0205	c2-l033	1	chôuõni	32	39	4	uõn	chôuõni	o	batch_review_unverified
bnf-f0205	c2-l037	1	algũa	31	36	3	gũa	algũa	u	batch_review_unverified
bnf-f0206	c1-l002	1	tão	0	3	1	tão	tão	a	batch_review_unverified
bnf-f0206	c1-l005	1	algũa	24	29	3	gũa	algũa	u	batch_review_unverified
bnf-f0206	c1-l008	1	ção	0	3	1	ção	ção	a	batch_review_unverified
